tool,operation,pattern,status,file formats,website_url,github_repo,notes,vendor_group,vendor_libs
tiktok to transcript,convert,"x to y, convert x to y",onsite-unverified,,,,Prod YouTube URL ingest blocked (bot check).,,
ts to 3gp,convert,"x to y, convert x to y",onsite-unverified,".ts,.3gp",,,,,
ts to aac,convert,"x to y, convert x to y",onsite-verified,".ts,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to aiff,convert,"x to y, convert x to y",onsite-verified,".ts,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to alac,convert,"x to y, convert x to y",onsite-verified,".ts,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to amr,convert,"x to y, convert x to y",onsite-verified,".ts,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to asf,convert,"x to y, convert x to y",onsite-unverified,".ts,.asf",,,,,
ts to au,convert,"x to y, convert x to y",onsite-verified,".ts,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to av1,convert,"x to y, convert x to y",onsite-unverified,".ts,.av1",,,,,
ts to avchd,convert,"x to y, convert x to y",onsite-unverified,".ts,.avchd",,,,,
ts to avi,convert,"x to y, convert x to y",onsite-unverified,".ts,.avi",,,,,
ts to caf,convert,"x to y, convert x to y",onsite-verified,".ts,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to cdda,convert,"x to y, convert x to y",onsite-verified,".ts,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to divx,convert,"x to y, convert x to y",onsite-unverified,".ts,.divx",,,,,
ts to f4v,convert,"x to y, convert x to y",onsite-unverified,".ts,.f4v",,,,,
ts to flac,convert,"x to y, convert x to y",onsite-verified,".ts,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to flv,convert,"x to y, convert x to y",onsite-unverified,".ts,.flv",,,,,
ts to gif,convert,"x to y, convert x to y",onsite-unverified,".ts,.gif",,,,,
ts to hevc,convert,"x to y, convert x to y",onsite-unverified,".ts,.hevc",,,,,
ts to m2ts,convert,"x to y, convert x to y",onsite-unverified,".ts,.m2ts",,,,,
ts to m4a,convert,"x to y, convert x to y",onsite-verified,".ts,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to m4r,convert,"x to y, convert x to y",onsite-verified,".ts,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to m4v,convert,"x to y, convert x to y",onsite-unverified,".ts,.m4v",,,,,
ts to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".ts,.mjpeg",,,,,
ts to mkv,convert,"x to y, convert x to y",onsite-unverified,".ts,.mkv",,,,,
ts to mov,convert,"x to y, convert x to y",onsite-unverified,".ts,.mov",,,,,
ts to mp2,convert,"x to y, convert x to y",onsite-verified,".ts,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to mp3,convert,"x to y, convert x to y",onsite-verified,".ts,.mp3",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to mp4,convert,"x to y, convert x to y",onsite-unverified,".ts,.mp4",,,,,
ts to mpeg,convert,"x to y, convert x to y",onsite-unverified,".ts,.mpeg",,,,,
ts to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".ts,.mpeg2",,,,,
ts to mpg,convert,"x to y, convert x to y",onsite-unverified,".ts,.mpg",,,,,
ts to mts,convert,"x to y, convert x to y",onsite-unverified,".ts,.mts",,,,,
ts to mxf,convert,"x to y, convert x to y",onsite-unverified,".ts,.mxf",,,,,
ts to oga,convert,"x to y, convert x to y",onsite-verified,".ts,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to ogg,convert,"x to y, convert x to y",onsite-verified,".ts,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to opus,convert,"x to y, convert x to y",onsite-verified,".ts,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to rm,convert,"x to y, convert x to y",onsite-unverified,".ts,.rm",,,,,
ts to rmvb,convert,"x to y, convert x to y",onsite-unverified,".ts,.rmvb",,,,,
ts to vob,convert,"x to y, convert x to y",onsite-unverified,".ts,.vob",,,,,
ts to wav,convert,"x to y, convert x to y",onsite-verified,".ts,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
ts to webm,convert,"x to y, convert x to y",onsite-unverified,".ts,.webm",,,,,
ts to wma,convert,"x to y, convert x to y",onsite-verified,".ts,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
video downloader,download,video-downloader,onsite-unverified,,,,,,
video to transcript,convert,"x to y, convert x to y",onsite-unverified,,,,Prod YouTube URL ingest blocked (bot check).,,
vob to 3gp,convert,"x to y, convert x to y",onsite-unverified,".vob,.3gp",,,,,
vob to aac,convert,"x to y, convert x to y",onsite-verified,".vob,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to aiff,convert,"x to y, convert x to y",onsite-verified,".vob,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to alac,convert,"x to y, convert x to y",onsite-verified,".vob,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to amr,convert,"x to y, convert x to y",onsite-verified,".vob,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to asf,convert,"x to y, convert x to y",onsite-unverified,".vob,.asf",,,,,
vob to au,convert,"x to y, convert x to y",onsite-verified,".vob,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to av1,convert,"x to y, convert x to y",onsite-unverified,".vob,.av1",,,,,
vob to avchd,convert,"x to y, convert x to y",onsite-unverified,".vob,.avchd",,,,,
vob to avi,convert,"x to y, convert x to y",onsite-unverified,".vob,.avi",,,,,
vob to caf,convert,"x to y, convert x to y",onsite-verified,".vob,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to cdda,convert,"x to y, convert x to y",onsite-verified,".vob,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to divx,convert,"x to y, convert x to y",onsite-unverified,".vob,.divx",,,,,
vob to f4v,convert,"x to y, convert x to y",onsite-unverified,".vob,.f4v",,,,,
vob to flac,convert,"x to y, convert x to y",onsite-verified,".vob,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to flv,convert,"x to y, convert x to y",onsite-unverified,".vob,.flv",,,,,
vob to gif,convert,"x to y, convert x to y",onsite-unverified,".vob,.gif",,,,,
vob to hevc,convert,"x to y, convert x to y",onsite-unverified,".vob,.hevc",,,,,
vob to m2ts,convert,"x to y, convert x to y",onsite-unverified,".vob,.m2ts",,,,,
vob to m4a,convert,"x to y, convert x to y",onsite-verified,".vob,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to m4r,convert,"x to y, convert x to y",onsite-verified,".vob,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to m4v,convert,"x to y, convert x to y",onsite-unverified,".vob,.m4v",,,,,
vob to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".vob,.mjpeg",,,,,
vob to mkv,convert,"x to y, convert x to y",onsite-unverified,".vob,.mkv",,,,,
vob to mov,convert,"x to y, convert x to y",onsite-unverified,".vob,.mov",,,,,
vob to mp2,convert,"x to y, convert x to y",onsite-verified,".vob,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to mp3,convert,"x to y, convert x to y",onsite-unverified,".vob,.mp3",,,,,
vob to mp4,convert,"x to y, convert x to y",onsite-unverified,".vob,.mp4",,,,,
vob to mpeg,convert,"x to y, convert x to y",onsite-unverified,".vob,.mpeg",,,,,
vob to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".vob,.mpeg2",,,,,
vob to mpg,convert,"x to y, convert x to y",onsite-unverified,".vob,.mpg",,,,,
vob to mts,convert,"x to y, convert x to y",onsite-unverified,".vob,.mts",,,,,
vob to mxf,convert,"x to y, convert x to y",onsite-unverified,".vob,.mxf",,,,,
vob to oga,convert,"x to y, convert x to y",onsite-verified,".vob,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to ogg,convert,"x to y, convert x to y",onsite-verified,".vob,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to opus,convert,"x to y, convert x to y",onsite-verified,".vob,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to rm,convert,"x to y, convert x to y",onsite-unverified,".vob,.rm",,,,,
vob to rmvb,convert,"x to y, convert x to y",onsite-unverified,".vob,.rmvb",,,,,
vob to ts,convert,"x to y, convert x to y",onsite-unverified,".vob,.ts",,,,,
vob to wav,convert,"x to y, convert x to y",onsite-verified,".vob,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
vob to webm,convert,"x to y, convert x to y",onsite-unverified,".vob,.webm",,,,,
vob to wma,convert,"x to y, convert x to y",onsite-verified,".vob,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wav to aac,convert,"x to y, convert x to y",onsite-unverified,".wav,.aac",,,,,
wav to aiff,convert,"x to y, convert x to y",onsite-unverified,".wav,.aiff",,,,,
wav to alac,convert,"x to y, convert x to y",onsite-unverified,".wav,.alac",,,,,
wav to amr,convert,"x to y, convert x to y",onsite-verified,".wav,.amr",,,,,
wav to au,convert,"x to y, convert x to y",onsite-unverified,".wav,.au",,,,,
wav to caf,convert,"x to y, convert x to y",onsite-unverified,".wav,.caf",,,,,
wav to cdda,convert,"x to y, convert x to y",onsite-unverified,".wav,.cdda",,,,,
wav to flac,convert,"x to y, convert x to y",onsite-unverified,".wav,.flac",,,,,
wav to m4a,convert,"x to y, convert x to y",onsite-unverified,".wav,.m4a",,,,,
wav to m4r,convert,"x to y, convert x to y",onsite-verified,".wav,.m4r",,,,,
wav to mp2,convert,"x to y, convert x to y",onsite-unverified,".wav,.mp2",,,,,
wav to mp3,convert,"x to y, convert x to y",onsite-unverified,".wav,.mp3",,,,,
wav to oga,convert,"x to y, convert x to y",onsite-unverified,".wav,.oga",,,,,
wav to ogg,convert,"x to y, convert x to y",onsite-unverified,".wav,.ogg",,,,,
wav to opus,convert,"x to y, convert x to y",onsite-unverified,".wav,.opus",,,,,
wav to wma,convert,"x to y, convert x to y",onsite-unverified,".wav,.wma",,,,,
webm to 3gp,convert,"x to y, convert x to y",onsite-unverified,".webm,.3gp",,,,,
webm to aac,convert,"x to y, convert x to y",onsite-verified,".webm,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to aiff,convert,"x to y, convert x to y",onsite-verified,".webm,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to alac,convert,"x to y, convert x to y",onsite-verified,".webm,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to amr,convert,"x to y, convert x to y",onsite-verified,".webm,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to asf,convert,"x to y, convert x to y",onsite-unverified,".webm,.asf",,,,,
webm to au,convert,"x to y, convert x to y",onsite-verified,".webm,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to av1,convert,"x to y, convert x to y",onsite-unverified,".webm,.av1",,,,,
webm to avchd,convert,"x to y, convert x to y",onsite-unverified,".webm,.avchd",,,,,
webm to avi,convert,"x to y, convert x to y",onsite-unverified,".webm,.avi",,,,,
webm to caf,convert,"x to y, convert x to y",onsite-verified,".webm,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to cdda,convert,"x to y, convert x to y",onsite-verified,".webm,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to divx,convert,"x to y, convert x to y",onsite-unverified,".webm,.divx",,,,,
webm to f4v,convert,"x to y, convert x to y",onsite-unverified,".webm,.f4v",,,,,
webm to flac,convert,"x to y, convert x to y",onsite-verified,".webm,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to flv,convert,"x to y, convert x to y",onsite-unverified,".webm,.flv",,,,,
webm to gif,convert,"x to y, convert x to y",onsite-unverified,".webm,.gif",,,,,
webm to hevc,convert,"x to y, convert x to y",onsite-unverified,".webm,.hevc",,,,,
webm to m2ts,convert,"x to y, convert x to y",onsite-unverified,".webm,.m2ts",,,,,
webm to m4a,convert,"x to y, convert x to y",onsite-verified,".webm,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to m4r,convert,"x to y, convert x to y",onsite-verified,".webm,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to m4v,convert,"x to y, convert x to y",onsite-unverified,".webm,.m4v",,,,,
webm to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".webm,.mjpeg",,,,,
webm to mkv,convert,"x to y, convert x to y",onsite-unverified,".webm,.mkv",,,,,
webm to mov,convert,"x to y, convert x to y",onsite-unverified,".webm,.mov",,,,,
webm to mp2,convert,"x to y, convert x to y",onsite-verified,".webm,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to mp3,convert,"x to y, convert x to y",onsite-unverified,".webm,.mp3",,,,,
webm to mp4,convert,"x to y, convert x to y",onsite-unverified,".webm,.mp4",,,,,
webm to mpeg,convert,"x to y, convert x to y",onsite-unverified,".webm,.mpeg",,,,,
webm to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".webm,.mpeg2",,,,,
webm to mpg,convert,"x to y, convert x to y",onsite-unverified,".webm,.mpg",,,,,
webm to mts,convert,"x to y, convert x to y",onsite-unverified,".webm,.mts",,,,,
webm to mxf,convert,"x to y, convert x to y",onsite-unverified,".webm,.mxf",,,,,
webm to oga,convert,"x to y, convert x to y",onsite-verified,".webm,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to ogg,convert,"x to y, convert x to y",onsite-verified,".webm,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to opus,convert,"x to y, convert x to y",onsite-verified,".webm,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webm to rm,convert,"x to y, convert x to y",onsite-unverified,".webm,.rm",,,,,
webm to rmvb,convert,"x to y, convert x to y",onsite-unverified,".webm,.rmvb",,,,,
webm to ts,convert,"x to y, convert x to y",onsite-unverified,".webm,.ts",,,,,
webm to vob,convert,"x to y, convert x to y",onsite-unverified,".webm,.vob",,,,,
webm to wav,convert,"x to y, convert x to y",onsite-unverified,".webm,.wav",,,,,
webm to wma,convert,"x to y, convert x to y",onsite-verified,".webm,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
webp to gif,convert,"x to y, convert x to y",onsite-verified,,,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
webp to ico,convert,webp-to-ico,onsite-verified,".webp,.ico",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
webp to jpeg,convert,webp-to-jpeg,onsite-verified,".webp,.jpeg",,,,canvas-only,none (browser canvas)
webp to jpg,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
webp to png,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
webp to svg,convert,"x to y, convert x to y",onsite-verified,".webp,.svg",,,,canvas-only,none (browser canvas)
webp to webp,convert,webp-to-webp,onsite-verified,".webp,.webp",,,,canvas-only,none (browser canvas)
webpage to jpg,convert,webpage-to-jpg,in-progress,".webpage,.jpg",,,Needs registry entry; engine: webpage-screenshot. Needs fixture for input format. Needs new engine support.,needs-new-engine,not supported by current canvas/magick paths
wma to aac,convert,"x to y, convert x to y",onsite-unverified,".wma,.aac",,,,,
wma to aiff,convert,"x to y, convert x to y",onsite-unverified,".wma,.aiff",,,,,
wma to alac,convert,"x to y, convert x to y",onsite-unverified,".wma,.alac",,,,,
wma to amr,convert,"x to y, convert x to y",onsite-unverified,".wma,.amr",,,,,
wma to au,convert,"x to y, convert x to y",onsite-unverified,".wma,.au",,,,,
wma to caf,convert,"x to y, convert x to y",onsite-unverified,".wma,.caf",,,,,
wma to cdda,convert,"x to y, convert x to y",onsite-unverified,".wma,.cdda",,,,,
wma to flac,convert,"x to y, convert x to y",onsite-unverified,".wma,.flac",,,,,
wma to m4a,convert,"x to y, convert x to y",onsite-unverified,".wma,.m4a",,,,,
wma to m4r,convert,"x to y, convert x to y",onsite-unverified,".wma,.m4r",,,,,
wma to mp2,convert,"x to y, convert x to y",onsite-unverified,".wma,.mp2",,,,,
wma to mp3,convert,"x to y, convert x to y",onsite-unverified,".wma,.mp3",,,,,
wma to oga,convert,"x to y, convert x to y",onsite-unverified,".wma,.oga",,,,,
wma to ogg,convert,"x to y, convert x to y",onsite-unverified,".wma,.ogg",,,,,
wma to opus,convert,"x to y, convert x to y",onsite-unverified,".wma,.opus",,,,,
wma to wav,convert,"x to y, convert x to y",onsite-unverified,".wma,.wav",,,,,
wmv to 3gp,convert,"x to y, convert x to y",onsite-unverified,".wmv,.3gp",,,,,
wmv to aac,convert,"x to y, convert x to y",onsite-verified,".wmv,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to aiff,convert,"x to y, convert x to y",onsite-verified,".wmv,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to alac,convert,"x to y, convert x to y",onsite-verified,".wmv,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to amr,convert,"x to y, convert x to y",onsite-verified,".wmv,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to asf,convert,"x to y, convert x to y",onsite-unverified,".wmv,.asf",,,,,
wmv to au,convert,"x to y, convert x to y",onsite-verified,".wmv,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to av1,convert,"x to y, convert x to y",onsite-unverified,".wmv,.av1",,,,,
wmv to avchd,convert,"x to y, convert x to y",onsite-unverified,".wmv,.avchd",,,,,
wmv to avi,convert,"x to y, convert x to y",onsite-unverified,".wmv,.avi",,,,,
wmv to caf,convert,"x to y, convert x to y",onsite-verified,".wmv,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to cdda,convert,"x to y, convert x to y",onsite-verified,".wmv,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to divx,convert,"x to y, convert x to y",onsite-unverified,".wmv,.divx",,,,,
wmv to f4v,convert,"x to y, convert x to y",onsite-unverified,".wmv,.f4v",,,,,
wmv to flac,convert,"x to y, convert x to y",onsite-verified,".wmv,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to flv,convert,"x to y, convert x to y",onsite-unverified,".wmv,.flv",,,,,
wmv to gif,convert,"x to y, convert x to y",onsite-unverified,".wmv,.gif",,,,,
wmv to hevc,convert,"x to y, convert x to y",onsite-unverified,".wmv,.hevc",,,,,
wmv to m2ts,convert,"x to y, convert x to y",onsite-unverified,".wmv,.m2ts",,,,,
wmv to m4a,convert,"x to y, convert x to y",onsite-verified,".wmv,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to m4r,convert,"x to y, convert x to y",onsite-verified,".wmv,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to m4v,convert,"x to y, convert x to y",onsite-unverified,".wmv,.m4v",,,,,
wmv to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mjpeg",,,,,
wmv to mkv,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mkv",,,,,
wmv to mov,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mov",,,,,
wmv to mp2,convert,"x to y, convert x to y",onsite-verified,".wmv,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to mp3,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mp3",,,,,
wmv to mp4,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mp4",,,,,
wmv to mpeg,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mpeg",,,,,
wmv to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mpeg2",,,,,
wmv to mpg,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mpg",,,,,
wmv to mts,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mts",,,,,
wmv to mxf,convert,"x to y, convert x to y",onsite-unverified,".wmv,.mxf",,,,,
wmv to oga,convert,"x to y, convert x to y",onsite-verified,".wmv,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
wmv to ogg,convert,"x to y, convert x to y",onsite-verified,".wmv,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
